country_id,year,month,type,date,source,candidate_1,party_1,votes1_1,votes2_1,vote_share1_1,vote_share2_1,e_votes_1,e_vote_share_1,candidate_2,party_2,votes1_2,votes2_2,vote_share1_2,vote_share2_2,e_votes_2,e_vote_share_2,candidate_3,party_3,votes1_3,votes2_3,vote_share1_3,vote_share2_3,e_votes_3,e_vote_share_3,candidate_4,party_4,votes1_4,votes2_4,vote_share1_4,vote_share2_4,e_votes_4,e_vote_share_4,candidate_5,party_5,votes1_5,votes2_5,vote_share1_5,vote_share2_5,e_votes_5,e_vote_share_5,candidate_6,party_6,votes1_6,votes2_6,vote_share1_6,vote_share2_6,e_votes_6,e_vote_share_6,candidate_7,party_7,votes1_7,votes2_7,vote_share1_7,vote_share2_7,e_votes_7,e_vote_share_7,candidate_8,party_8,votes1_8,votes2_8,vote_share1_8,vote_share2_8,e_votes_8,e_vote_share_8,candidate_9,party_9,votes1_9,votes2_9,vote_share1_9,vote_share2_9,e_votes_9,e_vote_share_9,candidate_10,party_10,votes1_10,votes2_10,vote_share1_10,vote_share2_10,e_votes_10,e_vote_share_10,candidate_11,party_11,votes1_11,votes2_11,vote_share1_11,vote_share2_11,e_votes_11,e_vote_share_11,candidate_12,party_12,votes1_12,votes2_12,vote_share1_12,vote_share2_12,e_votes_12,e_vote_share_12,candidate_13,party_13,votes1_13,votes2_13,vote_share1_13,vote_share2_13,e_votes_13,e_vote_share_13,candidate_14,party_14,votes1_14,votes2_14,vote_share1_14,vote_share2_14,e_votes_14,e_vote_share_14,candidate_15,party_15,votes1_15,votes2_15,vote_share1_15,vote_share2_15,e_votes_15,e_vote_share_15,candidate_16,party_16,votes1_16,votes2_16,vote_share1_16,vote_share2_16,e_votes_16,e_vote_share_16,candidate_17,party_17,votes1_17,votes2_17,vote_share1_17,vote_share2_17,e_votes_17,e_vote_share_17,candidate_18,party_18,votes1_18,votes2_18,vote_share1_18,vote_share2_18,e_votes_18,e_vote_share_18,candidate_19,party_19,votes1_19,votes2_19,vote_share1_19,vote_share2_19,e_votes_19,e_vote_share_19,candidate_20,party_20,votes1_20,votes2_20,vote_share1_20,vote_share2_20,e_votes_20,e_vote_share_20,candidate_21,party_21,votes1_21,votes2_21,vote_share1_21,vote_share2_21,e_votes_21,e_vote_share_21,candidate_22,party_22,votes1_22,votes2_22,vote_share1_22,vote_share2_22,e_votes_22,e_vote_share_22,candidate_23,party_23,votes1_23,votes2_23,vote_share1_23,vote_share2_23,e_votes_23,e_vote_share_23,candidate_24,party_24,votes1_24,votes2_24,vote_share1_24,vote_share2_24,e_votes_24,e_vote_share_24,candidate_25,party_25,votes1_25,votes2_25,vote_share1_25,vote_share2_25,e_votes_25,e_vote_share_25,candidate_26,party_26,votes1_26,votes2_26,vote_share1_26,vote_share2_26,e_votes_26,e_vote_share_26,candidate_27,party_27,votes1_27,votes2_27,vote_share1_27,vote_share2_27,e_votes_27,e_vote_share_27,candidate_28,party_28,votes1_28,votes2_28,vote_share1_28,vote_share2_28,e_votes_28,e_vote_share_28,candidate_29,party_29,votes1_29,votes2_29,vote_share1_29,vote_share2_29,e_votes_29,e_vote_share_29,candidate_30,party_30,votes1_30,votes2_30,vote_share1_30,vote_share2_30,e_votes_30,e_vote_share_30,candidate_31,party_31,votes1_31,votes2_31,vote_share1_31,vote_share2_31,e_votes_31,e_vote_share_31,candidate_32,party_32,votes1_32,votes2_32,vote_share1_32,vote_share2_32,e_votes_32,e_vote_share_32,candidate_33,party_33,votes1_33,votes2_33,vote_share1_33,vote_share2_33,e_votes_33,e_vote_share_33,candidate_34,party_34,votes1_34,votes2_34,vote_share1_34,vote_share2_34,e_votes_34,e_vote_share_34,candidate_35,party_35,votes1_35,votes2_35,vote_share1_35,vote_share2_35,e_votes_35,e_vote_share_35,candidate_36,party_36,votes1_36,votes2_36,vote_share1_36,vote_share2_36,e_votes_36,e_vote_share_36,candidate_37,party_37,votes1_37,votes2_37,vote_share1_37,vote_share2_37,e_votes_37,e_vote_share_37,candidate_38,party_38,votes1_38,votes2_38,vote_share1_38,vote_share2_38,e_votes_38,e_vote_share_38,candidate_39,party_39,votes1_39,votes2_39,vote_share1_39,vote_share2_39,e_votes_39,e_vote_share_39,flag_two_round,flag_inconsequential,flag_inconsequential_note,flag_coup,flag_plebiscite,flag_unopposed,flag_indirect
CUB,1920,,Presidential,1920-11-01,Wiki,Alfredo Zayas y Alfonso,Popular Party,148278,,54.31,,,,José Miguel Gómez,Liberal Party,124739,,45.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URU,1920,,Presidential,1920-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,1920,,Presidential,1920-11-02,USA,Warren G. Harding,Republican,16153115,,63.88,,404,76.08,James M. Cox,Democrat,9133092,,36.12,,127,23.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
NIC,1920,,Presidential,1920-10-03,Wiki,Diego Manuel Chamorro,Conservative Party (PC),66974,,74.06,,,,José Esteban González,Liberal Party (PL) / Progressive Conservative Party (PCP),22519,,24.9,,,,José Andrés Urtecho,Conservative Party-dissident (PC),945,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU,1920,,Presidential,1920-09-01,Wiki,José Luis Tamayo,Liberal Party,126945,,99.1,,,,Gonzalo Córdova,Liberal Party,722,,0.5,,,,Enrique Baquerizo,Liberal Party,124,,0.1,,,,Others,,314,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUA,1920,8,Presidential,1920-08-27,Wiki,Carlos Herrera y Luna,Unionist Party-Democratic Party,246976,,94.59,,,,José León Castillo,Republican Party,7948,,3.04,,,,Francisco Fuentes,West Republican Party-Constitutionalist Liberal Party,5983,,2.29,,,,53 other candidates,,204,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,
EQG,1973,,Presidential,1973-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
MAD,1973,,Presidential,1973-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
CYP,1973,,Presidential,1973-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
SEN,1973,,Presidential,1973-01-28,Nohlen,Léopold Sédar Senghor,Union Populaire Sénégalaise,1357056,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
ZAM,1973,,Presidential,1973-12-05,Nohlen,Kenneth Kaunda,United National Independence Party,581245,,88.8,,,,No,,73115,,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
GAB,1973,,Presidential,1973-02-25,Nohlen,El Hadj Omar Bongo,Parti Démocratique Gabonais,515841,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
IRE,1973,,Presidential,1973-05-30,Nohlen,Erskine Childers,Fianna Fáil-the Republican Party (Soldiers of Destiny),635867,,52,,,,Thomas F. O’Higgins,Fine Gael-United Ireland Party (Tribe of Gaels),587771,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAR,1973,,Presidential,1973-02-11,Nohlen,Alfredo Stroessner,Asociación Nacional Republicana-Partido Colorado (National Republican Association - Colored Party),681306,,84.7,,,,Gustavo Riart,Partido Liberal Radical (Radical Liberal Party),98096,,12.2,,,,Carlos Levi Ruffinelli,Partido Liberal (Liberal Party),24611,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,1973,9,Presidential,1973-09-23,Nohlen,Juan D. Perón,Frente Justicialista de Liberación (Justicialista Front for Liberation),7359252,,61.8,,,,Ricardo Balbín,Unión Cívica Radical (Civic Radical Union),2905719,,24.4,,,,Francisco Manrique,Alianza Popular Federalista,1450998,,12.2,,,,Others,,181474,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,1973,3,Presidential,1973-03-11,Nohlen,Héctor J. Cámpora,Frente Justicialista de Liberación (Justicialista Front for Liberation),5899543,,49.5,,,,Ricardo Balbín,Unión Cívica Radical (Civic Radical Union),2535537,,21.3,,,,Francisco Manrique,Alianza Popular Federalista,1757784,,14.8,,,,Oscar Alende,Alianza Popular Revolucionaria,885272,,7.4,,,,Julio Chamizo,Nueva Fuerza,235305,,2,,,,Othersc,,596648,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,1973,,Presidential,1973-12-09,Nohlen,Carlos Andrés Pérez,Acción Democrática (Democratic Action),2130743,,48.7,,,,Leonardo Fernández,Comité de Organización Política Electoral Independiente (Committee of Independent Electoral Political Organization),1605628,,36.7,,,,Jesus A. Paz Gallarraga,Movimiento Electoral del Pueblo (People’s Electoral Movement),221239,,5.1,,,,José Vicente Rangel,Movimiento al Socialismo (Movement towards Socialism),186255,,4.3,,,,Jovito Villalba,Unión Republicana Democrática (Democratic Republican Union),134478,,3.1,,,,Miguel A. Burelli,Opinión Nacional (National Opinion),33977,,0.8,,,,Pedro Tinoco,Partido Nacional Integracionista (Integrationist National Party),29399,,0.7,,,,Others,,32962,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,1967,,Presidential,1967-03-19,Nohlen,Léon M'Ba,Bloc Démocratique Gabonais,346587,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Death,,,true,
LBR,1967,,Presidential,1967-05-02,AED,William Tubman,TWP - True Whig Party,566684,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
NIC,1967,,Presidential,1967-02-05,Nohlen,Anastasio Somoza Debayle,Partido Liberal Nacionalista (Nationalist Liberal Party),380162,,70.3,,,,Fernando Agüero Rocha,Unión Nacional Opositora (National Opposition Union),157432,,29.1,,,,Alejandro Abaúnza Marenco,Partido Conservador Nicaragüense,3120,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAL,1967,,Presidential,1967-03-05,Nohlen,Fidel Sánchez Hernández,Partido de Conciliación Nacional (National Reconciliation Party),267447,,54.4,,,,Abraham Rodríguez Portillo,Partido Demócrata Cristiano (Christian Democratic Party),106358,,21.6,,,,Fabio Castillo Figueroa,Partido Acción Renovadora (Renovating Action Party),70978,,14.4,,,,Alvaro Magaña,Partido Popular Salvadoreño (Salvadorean Popular Party),47111,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROK,1967,,Presidential,1967-05-03,Nohlen,Park Chung-hee,Democratic Republican Party (Minjukonghwa-dang),5688666,,51.4,,,,Yun Po-son,New Democratic Party (Shinminju-dang) [1967-1978],4526541,,40.9,,,,Oh Chae-yong,Unification Korea Party (T'ongilhanguk-dang),264533,,2.4,,,,Kim Chun-yon,People's Party (Kukminui-dang) [1963-1971],248369,,2.2,,,,Chon Chin-han,Korea Independence Party (Hangukdongrip-dang),232179,,2.1,,,,Lee Se-hin,Justice Party (Jongui-dang),98433,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,1840,,Presidential,1840-10-30,USA,William Henry Harrison,Whig,1275390,,53.05,,234,79.59,Martin Van Buren,Democrat,1128854,,46.95,,60,20.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
BOL,1840,,Presidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,1988,,Presidential,1988-11-08,USA,George Bush,Republican,48886097,,53.9,,426,79.18,Michael S. Dukakis,Democrat,41809074,,46.1,,111,20.63,Lloyd Bentsen,,,,,,1,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true
ICE,1988,,Presidential,1988-06-25,Wiki,Vigdís Finnbogadóttir,Independence Party,117292,,94.6,,,,Sigrún Þorsteinsdóttir,Humanist Party,6712,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZAM,1988,,Presidential,1988-10-26,Nohlen,Kenneth Kaunda,United National Independence Party,1414000,,95.5,,,,No,,67000,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,
KEN,1988,,Presidential,1988-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,
